Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Kalewadi,"Godown/Warehouse in Kalewadi, Pune for Rent","panchnath devasthan kalewadi main road gaon, Naadbramha Idli, Kalewadi","₹ 10,500 No Extra Maintenance",10500,"₹ 25,000",300 sqft,300,35,Parking,Semi Furnished,12-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in--kalewadi-pune/8aa98d509a77bcdd019a782931562a0e/detail
Wakad,"Shop in Prakash Florence Kaverinagar Wakad, Pune for Rent","wakad pune , Near Maharastra Tayre","₹ 35,000 + ₹ 700 Maintenance",35000,₹ 1 Lac,538 sqft,538,65.06,Parking,Unfurnished,14-07-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-prakash-florence-kaverinagar-wakad-pune/8a9f92c3909572d5019095e51126195f/detail
Wakad,"Office Space in Wakad, Pune for Rent","Bhumakar Chowk,Near Amore Spa, Near Kasturi Chowk","₹ 75,000 + ₹ 8,800 Maintenance",75000,₹ 2.5 Lacs,092 sqft,92,68.68,Parking,Furnished,15-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9fc3838907810f018907b7bc8e1b21/detail
Wakad,"Shop in Wakad, Pune for Rent","Datta Mandir Rd, , near Polaris Healthcare","₹ 40,000 No Extra Maintenance",40000,₹ 1.5 Lacs,359 sqft,359,111.42,Parking,Semi Furnished,16-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-wakad-pune/8a9fdc83832ca64201832cf86e1e367c/detail
Wakad,"Office Space in Wakad, Pune for Rent","Dhange Chowk Rd, Royal Enfield Service Center - Kings Royal Riders","₹ 33,000 No Extra Maintenance",33000,₹ 1 Lac,591 sqft,591,55.84,Parking,Unfurnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f8e838d8cef14018d8d4d5ca94d9f/detail
Wakad,"Office Space in Wakad, Pune for Rent","BHUJBAL CHOWK, near hinjewadi flyover","₹ 42,000 No Extra Maintenance",42000,₹ 1.5 Lacs,501 sqft,501,83.83,Parking,Furnished,29-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9fc7438c85bf56018c860cadf83b6e/detail
Wakad,"Shop in Jagtap Dairy Chowk, Pune for Rent","Wakad - Bhosari BRTS Rd, Copa Villa","₹ 35,000 No Extra Maintenance",35000,₹ 1.4 Lacs,288 sqft,288,121.53,Parking,Unfurnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-jagtap-dairy-chowk-pune/8a9f8e0392a92b3d0192a976b5021c73/detail
Wakad,"Office Space in Pimpri-chinchwad, Pune for Rent","Near dange chowk, Wakad","₹ 20,000 No Extra Maintenance",20000,"₹ 40,000",330 sqft,330,60.61,Parking,Semi Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pimpri-chinchwad-pune/8a9f87858bf9f430018bfa2635050971/detail
Wakad,"Office Space in Wakad, Pune for Rent","Bhumkar Chowk Road, Sheetal Pure Veg Restaurant","₹ 39,000 No Extra Maintenance",39000,₹ 1.5 Lacs,540 sqft,540,72.22,Parking,Furnished,08-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9faf8499567d44019956daf1d9243d/detail
Wakad,"Office Space in Pimple Nilakh, Pune for Rent","Aundh-Wakad Rd Vishal Nagar, Pimple Nilakh Pimpri-Chinchwad,, Shraddha Terrace","₹ 35,000 + ₹ 5,000 Maintenance",35000,₹ 1.5 Lacs,100 sqft,100,31.82,Parking,Semi Furnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-pimple-nilakh-pune/8a9f934393335b5b0193337f33dd0e71/detail
Wakad,"Office Space in Wakad, Pune for Rent","Vishnu Dev Nagar, Wakad, Pimpri-Chinchwad, Maharashtra, India, wakad","₹ 24,000 No Extra Maintenance",24000,"₹ 96,000",400 sqft,400,60,Parking,Semi Furnished,24-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f9182827c443e01827c6e72b41ad2/detail
Wakad,"Office Space in Wakad, Pune for Rent","bhujbal vasti, hinjewadi-wakad flyover, Sanyog bar & restaurant, Bhujbal Vasti, Wakad, Pimpri-Chinchwad, Maharashtra, India","₹ 35,000 No Extra Maintenance",35000,₹ 1.5 Lacs,550 sqft,550,63.64,Parking,Semi Furnished,15-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f858796f1ba8d0196f2131fd8256d/detail
Wakad,"Office Space in Wakad, Pune for Rent","Kaspate Vasti Road, Fortune Business Center","₹ 15,500 No Extra Maintenance",15500,"₹ 50,000",260 sqft,260,59.62,Parking,Semi Furnished,02-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f8503911330ce0191133de22b0418/detail
Wakad,"Office Space in Wakad, Pune for Rent","Pune Bangalore Highway, Jaguar Ace Perkins","₹ 35,000 + No Extra Maintenance",35000,"₹ 75,000",850 sqft,850,41.18,Parking,Furnished,28-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9ff182875b709701875b76ae290072/detail
Wakad,"Shop in Wakad, Pune for Rent","near pink city wakad, near Euro School","₹ 45,000 No Extra Maintenance",45000,₹ 2 Lacs,280 sqft,280,160.71,Parking,Unfurnished,24-09-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-wakad-pune/8a9f8685997b759101997ba02e0f0e96/detail
Wakad,"Office Space in Wakad, Pune for Rent","bhujbal chowk, Bp petrol pump","₹ 77,000 + ₹ 7,000 Maintenance",77000,₹ 4 Lacs,000 sqft,0,77,Parking,Unfurnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f8d849854231c01985426a8a9000b/detail
Wakad,"Office Space in Wakad, Pune for Rent","Pink society, Café Peter - Wakad","₹ 24,000 No Extra Maintenance",24000,"₹ 75,000",310 sqft,310,77.42,Parking,Unfurnished,24-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f8d85989d195d01989d657cab1f58/detail
Wakad,"Office Space in Wakad, Pune for Rent","Aundh-Ravet Rd, Mcdonalds 16 No Bus Stop","₹ 45,000 + ₹ 500 Maintenance",45000,₹ 1 Lac,200 sqft,200,37.5,Parking,Semi Furnished,17-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9fae827cf9da9d017cfa235f5d3182/detail
Wakad,"Office Space in Wakad, Pune for Rent","bhumkar chowk road, near mumbai banglore pune highway","₹ 25,000 No Extra Maintenance",25000,₹ 1 Lac,600 sqft,600,41.67,Parking,Unfurnished,24-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f948c9844b5cb0198450b00991652/detail
Wakad,"Office Space in Wakad, Pune for Rent","Wakad business bay, Hotel TipTop International","₹ 27,000 + ₹ 3,500 Maintenance",27000,"₹ 75,000",474 sqft,474,56.96,Parking,Unfurnished,23-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9faa838b2bf6e9018b2c78f581285e/detail
Wakad,"Office Space in Wakad, Pune for Rent","Shankar Kalat Nagar, Bhumkar Chowk","₹ 20,000 No Extra Maintenance",20000,"₹ 50,000",315 sqft,315,63.49,Parking,Unfurnished,26-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f12838a1202a9018a128a11631164/detail
Wakad,"Shop in Wakad, Pune for Rent","Dange Chowk Rd near, Cafe Brews","₹ 40,000 No Extra Maintenance",40000,₹ 1.5 Lacs,650 sqft,650,61.54,Parking,Furnished,30-09-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-wakad-pune/8a9f870e71c57b510171c6218e5f1f15/detail
Wakad,"Office Space in Wakad, Pune for Rent","Chatrapati Chowk,Kaspate Wasti, Punjab National Bank","₹ 25,000 + ₹ 3,500 Maintenance",25000,"₹ 75,000",415 sqft,415,60.24,Parking,Unfurnished,29-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f908395ccf9bd0195cd39f3c217a7/detail
Wakad,"Shop in Wakad, Pune for Rent","Bhumkar nagar , Wisteriaa Fortune","₹ 25,000 No Extra Maintenance",25000,₹ 1 Lac,468 sqft,468,53.42,Parking,Furnished,16-05-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-wakad-pune/8a9f8c038cdc8c88018cddb244db518f/detail
Wakad,"Showroom in Dange Chowk, Pune for Rent","Thergaon, ABC Nirman Building","₹ 75,000 + ₹ 1,400 Maintenance",75000,₹ 2 Lacs,320 sqft,320,56.82,Parking,Semi Furnished,30-11-2025,Showroom,https://www.nobroker.in/property/commercial/rent/showroom-in-dange-chowk-pune/8aa9aa619a77bcca019a780d0a651fe0/detail
Wakad,"Office Space in Wakad, Pune for Rent","Mumbai Bangalore highway ,City Avenue Commercial M Building, Phoenix Mall","₹ 33,000 + No Extra Maintenance",33000,₹ 1 Lac,500 sqft,500,66,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wakad-pune/8a9f82578d4f211b018d4fa2f3b87218/detail
Wakad,"Shop in Prakash Florence Kaverinagar Wakad, Pune for Rent","wakad pune , Near Maharastra Tayre","₹ 35,000 + ₹ 700 Maintenance",35000,₹ 1 Lac,538 sqft,538,65.06,Parking,Unfurnished,14-07-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-prakash-florence-kaverinagar-wakad-pune/8a9f92c3909572d5019095e51126195f/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","solitare business hub, Phoenix Market City","₹ 2.6 Lacs + ₹ 32,000 Maintenance",260000,₹ 12 Lacs,700 sqft,700,96.3,Parking,Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f8d849993db7a019994056c9c0ebb/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","viman nagar, 200 meter away from viman nagar metro, Ramwadi Metro Station","₹ 77,000 + No Extra Maintenance",77000,₹ 1.5 Lacs,900 sqft,900,85.56,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f86849975638e019975cbc11722d4/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Near Hyatt Regency, Hyatt Regency Pune","₹ 66,500 + ₹ 6,500 Maintenance",66500,₹ 1.95 Lacs,760 sqft,760,87.5,Parking,Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8aa994e19970b937019970f8063f0936/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","datt mandir chowk, near Apollo clinic","₹ 28,000 + ₹ 3,200 Maintenance",28000,"₹ 65,000",425 sqft,425,65.88,Parking,Furnished,20-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fa1839555ab850195560ea4cf334a/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Sakore Nagar, Viman Nagar, Pune, Indira IVF, ?????????? ?????, near Airport Road, near ????????? ?????, Sakore Nagar, Viman Nagar, Pune, Maharashtra, India","₹ 50,000 No Extra Maintenance",50000,₹ 1.25 Lacs,680 sqft,680,73.53,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fc78482aabce20182aaee91c320dc/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Sakore Nagar,, Hyatt Regency Pune & Residences","₹ 30,000 No Extra Maintenance",30000,"₹ 90,000",430 sqft,430,69.77,Parking,Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fa48594a74a0b0194a76b9df60bae/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","nagar rd, Four Points by Sheraton Hotel & Serviced Apartments, Pune","₹ 55,000 No Extra Maintenance",55000,₹ 2.2 Lacs,910 sqft,910,60.44,Parking,Furnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fb98497c081d00197c0f3d99e2b2f/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Datta Mandir Chowk, Sakore Nagar, Panchshil Business Park - Tower B","₹ 75,000 + No Extra Maintenance",75000,₹ 3 Lacs,026 sqft,26,73.1,Parking,Semi Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f87838c3e3153018c3ea80a73521a/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Datta Mandir Chokk , nagar rd , Viman Palace","₹ 25,700 + No Extra Maintenance",25700,"₹ 75,000",550 sqft,550,46.73,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fa1839a16c011019a16f398f60b26/detail
Viman Nagar,"Shop in Viman Nagar, Pune for Rent","new airport road, Symbiosis College","₹ 45,000 + No Extra Maintenance",45000,₹ 2 Lacs,570 sqft,570,78.95,Parking,Unfurnished,14-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-viman-nagar-pune/8a9fac8794dfa6000194e5a1894a1e79/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Viman Nagar Rd, Tanishq Jewellery","₹ 1.15 Lacs + ₹ 11,000 Maintenance",114999,₹ 5.88 Lacs,350 sqft,350,85.19,Parking,Furnished,11-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/ff80818166a6b38e0166a9a131e85012/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","NECO GARDEN, N Main Rd, Phenix Mall","₹ 65,000 + ₹ 4,500 Maintenance",65000,₹ 2 Lacs,300 sqft,300,50,Parking,Unfurnished,05-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9faea69849ddf901984a499b0e20b5/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","NECO GARDEN, N Main Rd, Phenix Mall","₹ 80,000 + ₹ 5,500 Maintenance",80000,₹ 2.4 Lacs,800 sqft,800,44.44,Parking,Semi Furnished,25-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8aa989ac995b736401995b8edd6a0a68/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","clover park, Baker Gauges India Pvt Ltd (Machine Shop)","₹ 95,000 No Extra Maintenance",95000,₹ 6 Lacs,724 sqft,724,55.1,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fe8838aad56d0018aada6082538f1/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","VIP Road, Ramwadi Metro Station","₹ 60,000 + ₹ 9,200 Maintenance",60000,₹ 2 Lacs,906 sqft,906,66.23,Parking,Unfurnished,23-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fa7839522b9ed0195230a20311d30/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Airport road, DNK Square","₹ 85,000 + ₹ 8,000 Maintenance",85000,₹ 2 Lacs,200 sqft,200,70.83,Parking,Unfurnished,22-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f8a9a98c6b9350198c6cd2e8b07c1/detail
Viman Nagar,"Office Space in Giga Space It Park, Pune for Rent","Main road, Giga Space","₹ 5.5 Lacs + ₹ 45,000 Maintenance",550000,₹ 30 Lacs,500 sqft,500,84.62,Parking,Furnished,13-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-giga-space-it-park-pune/8a9f858497e947380197e96f16f30e52/detail
Viman Nagar,"Shop in Viman Nagar, Pune for Rent","Phoenix Market City, Clover Park, panchashil commins","₹ 70,000 No Extra Maintenance",70000,₹ 2.4 Lacs,592 sqft,592,118.24,Parking,Semi Furnished,14-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-viman-nagar-pune/8a9fa984993b73dc01993bd8f8980943/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Clover Park., Near Phoenix Market",₹ 18.21 Lacs No Extra Maintenance,1821000,₹ 1.82 Crores,231 sqft,231,90.01,Parking,Unfurnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fbc84811e7e7701811e94d59608e9/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Turning Point, Next to Irani Cafe","₹ 60,000 No Extra Maintenance",60000,₹ 1.8 Lacs,670 sqft,670,89.55,Parking,Furnished,11-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f8a8797e04a2a0197e0a85a051575/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","pune nagar road, Hyatt hotel, beside Bajaj Finserv","₹ 45,000 + ₹ 5,000 Maintenance",45000,₹ 1.5 Lacs,608 sqft,608,74.01,Parking,Unfurnished,06-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f938d9899480301989999a7241b40/detail
Viman Nagar,"Commercial Property in Viman Nagar Corner, Pune for Rent","Gulmohar centre point opp phenoix mall, Viman Nagar","₹ 18,000 No Extra Maintenance",18000,"₹ 50,000",380 sqft,380,47.37,Parking,Furnished,10-11-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-viman-nagar-corner-pune/8a9f91438ecb8b1e018ecb9de0b207bf/detail
Viman Nagar,"Shop in Viman Nagar, Pune for Rent","SHOP NO. 3 NECO GARDEN, N Main Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014 near neco garden, Neco Garden","₹ 85,000 No Extra Maintenance",85000,₹ 4.25 Lacs,450 sqft,450,188.89,Parking,Unfurnished,31-07-2024,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-viman-nagar-pune/8a9f92c3903408290190344cf302229f/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","5th Mile Stone, Four Points by Sheraton Hotel & Serviced Apartments",₹ 9.38 Lacs + ₹ 850 Maintenance,938000,₹ 56.25 Lacs,500 sqft,500,75.04,Parking,Furnished,09-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fa1827aebed08017aec5d4f6b4b2f/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","Sakore Nagar,, Novotel Pune Nagar",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 9 Lacs,000 sqft,0,75,Parking,Furnished,21-07-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9fbb8495b71c6b0195b744f6e20fe7/detail
Viman Nagar,"Office Space in Viman Nagar, Pune for Rent","solitare business hub, Phoenix Market City","₹ 2.6 Lacs + ₹ 32,000 Maintenance",260000,₹ 12 Lacs,700 sqft,700,96.3,Parking,Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-viman-nagar-pune/8a9f8d849993db7a019994056c9c0ebb/detail
Swargate,"Shop in Swargate, Pune for Rent","Ghorpade Peth Rd, Ghorpade Peth Post Office","₹ 22,000 No Extra Maintenance",22000,₹ 1 Lac,180 sqft,180,122.22,Parking,Furnished,12-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-swargate-pune/8a9f9204927f1ce301927f4974550c5f/detail
Swargate,"Office Space in Swargate, Pune for Rent","Chhatrapati Shivaji Maharaj Rd, Sheti Udyog Bhandar","₹ 60,000 No Extra Maintenance",60000,₹ 2 Lacs,000 sqft,0,60,Parking,Semi Furnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-swargate-pune/8a9fb3839a52663c019a5271e1f102d2/detail
Swargate,"Office Space in Swargate, Pune for Rent","Shukrwar Peth Swargate, State Bank of India","₹ 22,000 + ₹ 2,000 Maintenance",22000,"₹ 60,000",300 sqft,300,73.33,Parking,Semi Furnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-swargate-pune/ff8081816be60db7016be9c699506b61/detail
Swargate,"Shop in Ghorpade Peth, Pune for Rent","Ghorpade Peth, Mehta Motor Driving School","₹ 12,000 No Extra Maintenance",12000,"₹ 50,000",120 sqft,120,100,Parking,Unfurnished,18-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-ghorpade-peth-pune/8a9fc78281be5d810181be64da5f01a4/detail
Swargate,"Shop in Ghorpade Peth, Pune for Rent","Maharana Pratap Singh Rd Near Tulsi Digital Photo Studio & Colour Lab, Tulsi Digital Photo Studio & Colour Lab","₹ 16,000 No Extra Maintenance",16000,"₹ 50,000",220 sqft,220,72.73,Parking,Unfurnished,08-02-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-ghorpade-peth-pune/8a9f92439270f4e9019270fe4e3e01ad/detail
Swargate,"Shop in Katad Khana, Pune for Rent","Shankar Sheth Road, Hotel 7 Loves","₹ 30,000 No Extra Maintenance",30000,₹ 1 Lac,300 sqft,300,100,Parking,Unfurnished,14-07-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-katad-khana-pune/8a9f8d8597e8058f0197e82fd56e0891/detail
Swargate,"Office Space in Swargate, Pune for Rent","Swargate, Kumar Pacific mall",₹ 5.7 Lacs No Extra Maintenance,570000,₹ 50 Lacs,000 sqft,0,95,Parking,Semi Furnished,23-09-2024,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-swargate-pune/8a9f8e438fafda30018fafe6af9c041e/detail
Swargate,"Godown/Warehouse in Swargate, Pune for Rent","ekbote colony, Avior Aatman","₹ 15,000 No Extra Maintenance",15000,"₹ 25,000",300 sqft,300,50,Parking,Unfurnished,27-09-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-swargate-pune/8a9fad84998f907801998fd66e881d6d/detail
